city,study_year,reporting_year,scope_1_emissions,scope_1_units,emissions_year,gases_included,change_from_last_year,scope_2_emissions,total_scope_2_emissions,s1_lower_bound,s1_upper_bound,s1_mean,tot_lower_bound,tot_upper_bound,tot_mean,scope_fractions,CO2_emissions_per_capita,lat_long,latitude,longitude,country,region,population,population_year,population_1950,population_1990,population_2010,growth_rate_1950_2010,growth_rate_1990_2010,city_area,population_density,average_altitude_m,average_annual_temperature_celcius,gdp,gdp_unit,income_per_capita,gdp-ppp,ngdp,ngdp_capita_usd,total_consumption_capita,CO2_energy_capita,diesel_price_usd,gas_price_usd,percent_urban,Water bounded (GEA+),Other bounded (GEA+),mean_travel_time_minutes,deisel_price_2014_usd,gas_price_2014_usd,household_size,congestion_rank,peak_hours_spent_in_congestion,average_congestion_rate,congestion_rank,congestion_level,congestion_change,morning_peak,evening_peak,economy_rank,environment_rank,governance_rank_iese,human_capital_rank_iese,international_impact_rank,mobility_and_transport_rank_iese,public_management_rank_iese,social_cohesion_rank_iese,technology_rank_iese,urban_planning_rank_iese,exports, ,natgas_export_production_ratio,ch4_waste_capita,ch4_waste_plus_natgas_capita
Zaragoza,,2016,1175162.74,tCO2,2014,CO2,Decreased,613341.01,1785603.75,,,,,,,1.001624101,,"(41.608629, -0.887012)",41.65,-0.883333,Spain,Europe,661108,2016,,,,,,973.78,,208,16.3,33793459000,EUR     Euro,,,28.59372,33586.64321,,,,,,,,23.22,1.55,1.63,2.4,469,16,9.50%,- ,0.2,0.02,26%,28%,,,,,,,,,,,0,1,0,0.01302459,0.014090608
La Paz,,2016,1152922.4,tCO2-eq,2012,CO2; CH4; N2O; HFCs; PFCs; SF6,This is our first year of calculation,273611.4,1426533.8,336961.1986,1003296.903,670129.0506,610572.5986,1276908.303,943740.4506,1,,"(-16.5, -68.15)",-16.5,-68.15,Bolivia,Latin America & Caribbean,877363,2008,,,,,,472,,3200,13,,BOB     Boliviano,,,,,,,,,,,,,0.54,0.7,3.66,,,,,,,,,160,139,161,158,157,139,79,147,122,179,17860000000,48970000000,0.36,0.006768195,0.054213196
Indore,,,1145839,tCO2-eq,2007,,,,,,,,,,,,,,22.723481,75.860184,India,South Asia,1994397,2011,,,,,,389.8,,,,,,,,4,1913875.598,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Zhuzhou,,,1132880.32,tCO2,2010,,,,,,,,,,,,0.52,,27.85,113.1333333,China,East Asia,2416000,,,,,,,,,,,,,36828.15,,9,8530.805687,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Huainan,,,1124851.26,tCO2,2010,,,,,,,,,,,,0.78,,32.61666667,116.9833333,China,East Asia,1666826,,,,,,,1492.3,,,,,,47477.12,,6,3731.343284,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Valledupar,,,1114495,tCO2-eq,2013,,,,,,,,,,,,,,10.4742,-73.2436,Colombia,Latin America & Caribbean,423260,2005,,,,,,4977.66,,,,,,,,2.615263846,,,,,,,,,,1.04,1.08,,,,,,,,,,,,,,,,,,,,,,,,
Eugene,,2016,1106250,tCO2-eq,2015,CO2; CH4; N2O,Decreased,137500,1250000,955269.9325,1031324.547,993297.2397,1099019.933,1175074.547,1137047.24,0.995,,"(44.0519, -123.0867)",44.052,-123.086667,USA,North America,166575,2016,,,,,,113.2343628,,130,11.2,,,,,13.673,,,,,,,,,17.7,0.97,0.86,2.32,900,8,3.30%,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Kota,,,1099038,tCO2-eq,2010,,,,,,,,,,,,,,25.18,75.83,India,South Asia,1001694,2011,,,,,,527,,,,,,,,1.964838089,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Potosí,,2016,1096122.89,tCO2-eq,2015,CO2; CH4; N2O,Increased,224507.1,1320629.99,695516.8592,914221.1868,804869.023,920023.9592,1138728.287,1029376.123,1,,"(22.173333, -100.97005)",22.151,-100.976111,Mexico,Latin America & Caribbean,824229,2015,,,,,,1471.71,,1998,21,183992,MXN     Mexican Peso,,,16.63222,13178.64948,,,,,,,,,1.02,1.03,3.8,467,16,6.90%,,,,,,,,,,,,,,,,2973000000,7800000000,0.38,0.007881899,0.023195197
Oslo,,2016,1094422,tCO2-eq,2013,CO2; CH4; N2O,Increased,246000,1340422,668123.9284,774710.4511,721417.1898,914123.9284,1020710.451,967417.1898,1,,"(59.9138688, 10.7522454)",59.95,10.75,Norway,Europe,660000,2016,,,,,,454,1209.1712,94,5.7,4.58E+11,NOK     Norwegian Krone,,74.356,142,126334.5196,94.78,,1.63,1.63,77.49,1,,26,2.11,2.27,1.9,45,47,12.70%,81,0.3,0.05,57%,69%,20,22,77,20,58,18,96,21,72,3,1.09E+11,1.14E+11,0.95,0.017342714,0.135456078
Guiyang,,,1059495.975,tCO2,2010,,,,,,,,,,,,0.361320941,,26.65,106.6333333,China,East Asia,3483100,,,,,,,2403.4,441.274583,,,,,31050.91,,13,4280.540007,97.90116476,,1.01,0.99,42.522,1,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Liuzhou,,,1053120.724,tCO2,2010,,,,,,,,,,,,0.486007417,,24.31666667,109.3833333,China,East Asia,1436599,,,,,,,,,,,,,39919.53,,6,4376.367615,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Hue,,,1040337,tCO2-eq,2011,,,,,,,,,,,,,,16.450001,107.583336,Vietnam,Southeast Asia,354124,2015,,,,,,70.67,,,,,,,,0.930583326,,,,,,,,,,0.91,1.04,,,,,,,,,,,,,,,,,,,,,,,,
Hengyang,,,1030434.767,tCO2,2010,,,,,,,,,,,,0.323948074,,26.9,112.6,China,East Asia,1135166,,,,,,,722,,,,,,34931.28,,6,5286.343612,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Lisbon,,2016,1023910,tCO2,2014,CO2,Decreased,910451,1934361,,,,,,,1,,"(38.7222524, -9.1393366)",38.714,-9.139444,Portugal,Europe,545245,2011,,,,,,100.05,2087.682672,50,17.3,68133192,,,96.282,98.7112,34480.3713,48.65,,1.47,1.61,57.575,1,,39.32,1.64,1.89,2.2,261,24,8.70%,- ,0.36,0.05,61%,72%,71,44,39,99,22,110,92,60,86,58,0,1,0,0.031127579,0.036136885
Yonkers,,2016,982940,tCO2,2010,CO2,Decreased,265710,1248650,,,,,,,1,,"(40.9414, -73.8644)",40.941,-73.864444,USA,North America,200807,2016,,,,,,46.6457199,,25,10.8,,,,,,,,,,,,,,33.2,0.97,0.86,2.69,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Sorocaba,,2016,980290,tCO2-eq,2012,CO2; CH4; N2O; HFCs; PFCs; SF6,Other,133680.5,1113971,677302.0144,707250.9056,692276.46,810983.0144,840931.9056,825957.46,0.999999551,,"(-23.4774899, -47.4220615)",-23.502,-47.458056,Brazil,Latin America & Caribbean,644919,2015,,,,,,450.38,,601,20.8,44950031,USD     US Dollar,,,21,16380.65523,,,,,,,,,1.02,1.27,3.25437836,362,21,10.90%,,,,,,,,,,,,,,,,11700000000,17030000000,0.69,0.015120343,0.020419478
Oakland,,2017,956414,tCO2-eq,2015,CO2; CH4; N2O,Decreased,789413,1745827,537995.7959,748769.5467,643382.6713,1327408.796,1538182.547,1432795.671,1,,"(37.8044, -122.2708)",37.804,-122.270833,USA,North America,420005,2016,,,,,,144.4955421,,13,15.1,2.41E+13,USD     US Dollar,,,411.969,,,,,,,,,30.3,0.97,0.86,2.53,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Venezia,,2016,955471,tCO2,2005,CO2,Stayed the same,462872,1418344,,,,,,,0.999999295,,"(45.4332515, 12.3210704)",45.438,12.335833,Italy,Europe,260000,2016,,,,,,414,,3,13,1.47E+11,EUR     Euro,,57.289,20.56185,37818.02632,,,,,,,,,2.01,2.14,2,,,,,,,,,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Bogor,,2017,954020,tCO2-eq,2014,CO2; CH4; N2O,Increased,1239622,2193642,535599.7386,633906.6177,584753.1782,1775221.739,1873528.618,1824375.178,1,,"(-6.597147, 106.806039)",-6.597,106.7972,Indonesia,Southeast Asia,1030720,2014,,,,,,118.5,,260,32.1,1.17E+14,IDR     Rupiah,,,,,,,,,,,,,0.8,0.93,,404,19,11.40%,,,,,,,,,,,,,,,,31780000000,75000000000,0.42,0.010909801,0.01672378
Pingdingshan,,,929863.2682,tCO2,2010,,,,,,,,,,,,0.459777528,,33.73333333,113.3,China,East Asia,979130,,,,,,,384,,,,,,35217.93,,7,6769.825919,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Jinzhou,,,918688.5742,tCO2,2010,,,,,,,,,,,,0.613918949,,41.11666667,121.1333333,China,East Asia,1091799,,,,,,,535,,,,,,33390.31,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Anyang,,,917789.1968,tCO2,2010,,,,,,,,,,,,0.462207238,,36.1,114.3333333,China,East Asia,950301,,,,,,,543.5,,,,,,34583.21,,6,5231.037489,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Kaifeng,,,882357.9319,tCO2,2010,,,,,,,,,,,,0.53202776,,34.8,114.3,China,East Asia,826961,,,,,,,546.4,,,,,,24873.49,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Haikou,,,880097.8,tCO2,2010,,,,,,,,,,,,0.58,,20.04277778,110.3416667,China,East Asia,2046189,2010,,,,,,2237,789.8077783,,,,,34191.99,,9,4398.826979,31.06682675,,1.01,0.99,42.522,1,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Benxi,,,866087.5294,tCO2,2010,,,,,,,,,,,,0.681290269,,41.3,123.7666667,China,East Asia,1011377,,,,,,,907,,,,,,32087.63,,9,8226.691042,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Hayward,,2016,861854,tCO2-eq,2015,CO2; CH4; N2O,Decreased,186850,1048704,703089.7561,783065.567,743077.6616,889939.7561,969915.567,929927.6616,1,,"(37.6689, -122.0808)",37.669,-122.080796,USA,North America,158937,2016,,,,,,117.3783468,,32,11.8,,,,,411.969,,,,,,,,,30.9,0.97,0.86,3.2,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Jiaozhuo,,,815447.1327,tCO2,2010,,,,,,,,,,,,0.491948019,,35.24305556,113.2230556,China,East Asia,865413,,,,,,,413.8,,,,,,29761.86,,4,4624.277457,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Xining,,,807454.4835,tCO2,2010,,,,,,,,,,,,0.573927022,,36.63333333,101.7666667,China,East Asia,1198304,,,,,,,343,288.5648399,,,,,33465.79,,7,5843.071786,50.63189649,,1.01,0.99,42.522,0,Mountains,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Melbourne,,2016,785326,tCO2-eq,2015,CO2; CH4; N2O; HFCs; PFCs; SF6,Decreased,3587094,4372420,655280.796,678018.7966,666649.7963,4242374.796,4265112.797,4253743.796,1,,"(-37.814107, 144.96328)",-37.814,144.963056,Australia,Oceania,138000,2016,,,,,,38,1474.205692,31,15,90600000000,AUD     Australian Dollar,,178.392,221.4,54344.62445,123.3448917,,0.94,0.74,88.182,1,,37.32,1.28,1.23,2.1,,,,58,0.33,0.04,55%,58%,26,60,5,38,50,22,23,28,29,15,31610000000,62640000000,0.5,0.027793371,0.039682077
Basel,,2017,783932,tCO2-eq,2016,CO2; CH4; N2O,This is our first year of calculation,321821,1105753,739815.6899,762689.5815,751252.6357,1061636.69,1084510.581,1073073.636,1,,"(47.5619, 7.5928)",47.567,7.6,Switzerland,Europe,197000,2016,,,,,,37,,260,12,30864000000,CHF     Swiss Franc,,56.166,41.37498,53502.22156,,,,,,,,35.8,1.79,1.74,1.9,55,45,13.20%,- ,0.27,0.02,34%,71%,34,68,62,101,119,53,37,4,146,57,0,1,0,0.003827623,0.007949217
Jingzhou,,,778879.2696,tCO2,2010,,,,,,,,,,,,0.322290158,,30.33333333,112.2166667,China,East Asia,1154086,,,,,,,1562.2,,,,,,26507.64,,4,3466.204506,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Malang,,,775422,tCO2-eq,2017,,,,,,,,,,,,,,-7.969634,112.633156,Indonesia,Southeast Asia,887443,2016,,,,,,145.28,,,,,,,,60.14760166,,,,,,,,,,0.8,0.93,,85,39,20.40%,,,,,,,,,,,,,,,,,,,,
Mudanjiang,,,744132.0124,tCO2,2010,,,,,,,,,,,,0.462093915,,44.55,129.6333333,China,East Asia,965154,,,,,,,2495,,,,,,32498.01,,4,4145.07772,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Boulder,,2016,741287,tCO2-eq,2012,CO2; CH4; N2O,Other,980709,1721996,636622.5323,689346.1524,662984.3423,1617331.532,1670055.152,1643693.342,1,,"(40.0274, -105.2519)",40.027,-105.251945,USA,North America,108090,2016,,,,,,63.8691534,151,1655,10.9,22354000000,USD     US Dollar,,,22.354,,136.1621539,,0.78,0.56,80.731,0,Mountains,19.2,0.97,0.86,2.24,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Indianapolis,,2017,726155.11,tCO2,2013,CO2,This is our first year of calculation,1434209.86,2160364.98,,,,,,,1,,"(39.767625, -86.178469)",39.791,-86.148,USA,North America,855164,2016,,,,,,936.1000857,,230,11.7,1.25E+11,USD     US Dollar,,113.606,92,52154.19501,,,,,,,,22.8,0.97,0.86,2.5,430,18,5.00%,187,0.11,0.01,19%,29%,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Lahti,,2017,717200,tCO2-eq,2015,CO2; CH4; N2O,Decreased,157607,874807,535968.5162,540363.3103,538165.9133,693575.5162,697970.3103,695772.9133,1,,"(60.9833, 25.65)",60.983,25.65,Finland,Europe,118885,2016,,,,,,459.43,,119,4,6057000000,EUR     Euro,,,,,,,,,,,,19,1.78,1.89,1.9,,,,,,,,,,,,,,,,,,,0,1,0,0.052871413,0.054185388
Albany,,2017,663997,tCO2-eq,2010,CO2; CH4; N2O; HFCs; PFCs; SF6,Other: The City of Albany has not conducted a community GHG inventory update since the baseline year.,553094,1217091,566276.8764,615502.3565,590889.6165,1119370.876,1168596.357,1143983.616,1,,"(42.6526, -73.7562)",42.653,-73.757222,USA,North America,98111,2016,,,,,,55.3998861,,9,9,49621,USD     US Dollar,,58.397,52,59633.02752,,,,,,,,19.1,0.97,0.86,2.19,586,13,4.40%,178,0.14,0,18%,32%,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Pasig,,,659168,tCO2-eq,2010,,,,,,,,,,,,,,14.5763768,121.0851097,Philippines,Southeast Asia,755300,2015,,,,,,31.46,,,,,,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,,,,,
Dandong,,,650633.4546,tCO2,2010,,,,,,,,,,,,0.441072141,,40.11666667,124.3833333,China,East Asia,865576,,,,,,,830,,,,,,25111.7,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Flagstaff,,2016,621293.07,tCO2,2014,CO2,Stayed the same,590324.4,1211617.47,,,,,,,1,,"(35.1992, -111.6311)",35.199,-111.631111,USA,North America,71459,2016,,,,,,165.4226613,,2134,6.5,4801000000,USD     US Dollar,,,5.267,,,,,,,,,15.9,0.97,0.86,2.52,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Wellington,,2017,621179,tCO2-eq,2014,CO2; CH4; N2O; HFCs; PFCs; SF6,Decreased,171780,792959,483795.5786,543463.2451,513629.4118,655575.5786,715243.2451,685409.4118,1,,"(26.661763, -80.268357)",-41.289,174.777222,New Zealand,Oceania,207870,2016,,,,,,290.05,,,12.7,18333000,NZD     New Zealand Dollar,,,,,,,0.85,1.09,86.052,1,,37.71428571,1.11,1.71,2.6,,,,- ,0.34,0.04,72%,73%,,,,,,,,,,,0,1,0,0.013273726,0.023464868
Xinxiang,,,617978.9352,tCO2,2010,,,,,,,,,,,,0.265358209,,35.3,113.8666667,China,East Asia,1047020,,,,,,,346,,,,,,24732.98,,5,4775.549188,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Xiangtan,,,597950.8628,tCO2,2010,,,,,,,,,,,,0.433605335,,27.85,112.9,China,East Asia,684600,,,,,,,280,,,,,,28614.2,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,,2016,590282,tCO2-eq,2013,CO2; CH4; N2O; HFCs; PFCs; SF6,Decreased,699338,1298620,516968.9393,553899.6192,535434.2792,1225306.939,1262237.619,1243772.279,0.993069566,,"(41.6611, -91.5302)",41.66,-91.5342,USA,North America,74398,2016,,,,,,64.7756499,,203,10.5,8564000000,USD     US Dollar,,,8.879,,,,,,,,,16.4,0.97,0.86,2.24,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Palmas,,2016,589055.31,tCO2-eq,2013,CO2; CH4; N2O; HFCs,This is our first year of calculation,36336.28,625391.59,460926.5041,473591.4144,467258.9593,497262.7841,509927.6944,503595.2393,1,,"(-10.249091, -48.324286)",-10.184,-48.333611,Brazil,Latin America & Caribbean,265090,2014,,,,,,2218.93,,,,899887,BRL     Brazilian Real,,,,,,,,,,,,,1.02,1.27,3.297529085,377,20,12.60%,,,,,,,,,,,,,,,,11700000000,17030000000,0.69,0.015120343,0.020419478
Liaoyang,,,584207.5529,tCO2,2010,,,,,,,,,,,,0.562260826,,41.26666667,123.1833333,China,East Asia,527850,,,,,,,210,,,,,,34104.15,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Cascais,,2016,565382,tCO2,2010,CO2,Decreased,266221,831603,,,,,,,1,,"(38.6970565, -9.4222945)",38.7,-9.416667,Portugal,Europe,206479,2011,,,,,,97.4,,,17,,,,,,,,,,,,,,30.08618607,1.64,1.89,,,,,,,,,,,,,,,,,,,,0,1,0,0.031127579,0.036136885
Huangshi,,,563460.7794,tCO2,2010,,,,,,,,,,,,0.40832237,,30.21666667,115.0833333,China,East Asia,691963,,,,,,,233.8,,,,,,28787.55,,6,7843.137255,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Lakewood,,2016,553900,tCO2-eq,2007,CO2; CH4; N2O,Decreased,1173960,1727860,404464.7845,479741.1959,442102.9902,1578424.784,1653701.196,1616062.99,1,,"(39.7047, -105.0814)",39.705,-105.081389,USA,North America,154393,2016,,,,,,111.0587712,,1638,10.8,,,,,,,,,,,,,,25.8,0.97,0.86,2.3,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Bhubaneswar,,,528002.28,tCO2-eq,2005,,,,,,,,,,,,,,20.27,85.84,India,South Asia,837456,2011,,,,,,422,,,,,,,,1.643773815,,,,,,,,,,0.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,
Umeå,,,521267,tCO2-eq,2013,,,,,,,,,,,,,,63.8258,20.263,Sweden,Europe,84761,2016,,,,,,32.2,2140.952519,,,,,,,,,173.3465754,,1.52,1.38,84.319,1,River to the coast,,1.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,
Guaratinguetá,,2016,497634,tCO2-eq,2015,CO2; CH4; N2O,This is our first year of calculation,50562,548195.98,,,,,,,1.000000036,,"(-22.808027, -45.19422)",-22.817,-45.227778,Brazil,Latin America & Caribbean,119073,2015,,,,,,752.64,,540,24,825170000,BRL     Brazilian Real,,,,,,,,,,,,,1.02,1.27,3.262937718,,,,,,,,,,,,,,,,,,,11700000000,17030000000,0.69,0.015120343,0.020419478
Jiamusi,,,495170.6721,tCO2,2010,,,,,,,,,,,,0.36530562,,46.8,130.3166667,China,East Asia,881711,,,,,,,882.5,,,,,,33718,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Balikpapan,,,481003,tCO2-eq,2015,,,,,,,,,,,,,,-1.23793,116.852853,Indonesia,Southeast Asia,736806,2015,,,,,,503.3,,,,,,,,7,12544802.87,,,,,,,,,0.8,0.93,,,,,,,,,,,,,,,,,,,,,,,,
Phuket,,,480265,tCO2-eq,2013,,,,,,,,,,,,,,7.88875,98.39779,Thailand,Southeast Asia,75573,2007,,,,,,12,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Hat Yai,,,477723,tCO2-eq,2013,,,,,,,,,,,,,,7.01621,100.47288,Thailand,Southeast Asia,158218,2012,,,,,,21,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Jixi,,,476065.67,tCO2,2010,,,,,,,,,,,,0.38921601,,45.3,130.9666667,China,East Asia,862959,,,,,,,2208.5,,,,,,31266.77,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Örebro,,,470149,tCO2-eq,2015,,,,,,,,,,,,,,59.2667,15.2167,Sweden,Europe,147423,2017,,,,,,49.27,2111.301084,,,,,,,,,104.1067759,,1.52,1.38,84.319,0,,,1.82,1.82,2.13,492,16,6.80%,,,,,,,,,,,,,,,,,,,,
Makati,,2016,462586,tCO2-eq,2011,CO2; CH4; N2O,Increased,1197784,1660370,338124.0131,348620.6516,343372.3324,1535908.013,1546404.652,1541156.332,1,,"(14.559004, 121.081632)",14.55,121.03,Philippines,Southeast Asia,582602,2015,,,,,,21.73,,,,,PHP     Philippine Peso,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,0,1,0,0.007693556,0.008402161
"Somerville, MA",,2016,461798,tCO2-eq,2014,CO2; CH4; N2O,This is our first year of calculation,124510,586308,383007.5554,422697.4096,402852.4825,507517.5554,547207.4096,527362.4825,1,,"(42.393449, -71.082647)",42.388,-71.1,USA,North America,81322,2016,,,,,,10.6707588,,4,,,,,,,,,,,,,,,29.7,0.97,0.86,2.35,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Lausanne,,2016,456843,tCO2,2013,CO2,Decreased,45730,499573,,,,,,,1.006005128,,"(46.5198, 6.6335)",46.52,6.6335,Switzerland,Europe,135629,2015,,,,,,41.38,,500,12,8834000000,,,,,,,,,,,,,36.8,1.79,1.74,2,101,36,11.00%,- ,0.29,0.04,44%,63%,,,,,,,,,,,0,1,0,0.003827623,0.007949217
Udine,,2016,438005,tCO2,2013,CO2,Stayed the same,175583,613588,,,,,,,1,,"(46.0667, 13.2333)",46.067,13.233333,Italy,Europe,100514,2012,,,,,,56,,113,13,,,,,,,,,,,,,,,2.01,2.14,2,1004,5,2.80%,,,,,,,,,,,,,,,,68000000,7800000000,0.01,0.011383131,0.015145862
Ubon Ratchathani,,,421443,tCO2-eq,2015,,,,,,,,,,,,,,15.2283,104.8596,Thailand,Southeast Asia,76271,2017,,,,,,29,,,,,,,,,,,,,,,,,,0.9,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Turku,,2016,421200,tCO2-eq,2013,CO2; CH4; N2O,Stayed the same,686300,1107500,139002.4983,145845.6795,142424.0889,825302.4983,832145.6795,828724.0889,1,,"(60.4518126, 22.2666303)",60.45,22.266667,Finland,Europe,186030,2016,,,,,,245.67,,10,5.5,8700000000,USD     US Dollar,,,,,,,,,,,,18,1.78,1.89,1.8,528,15,8.60%,- ,0.25,0.02,29%,38%,,,,,,,,,,,0,1,0,0.052871413,0.054185388
Fuxin,,,381202.9165,tCO2,2010,,,,,,,,,,,,0.399284934,,41.01666667,121.65,China,East Asia,669317,,,,,,,459,,,,,,26098.08,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Burlington,,2016,368077,tCO2,2010,CO2,Decreased,37305,405385.3,,,,,,,0.99999186,,"(44.4758825, -73.212072)",44.476,-73.211944,USA,North America,42260,2016,,,,,,26.7027969,,61,7.7,12700000,USD     US Dollar,,,5.158,,,,,,,,,17.8,0.97,0.86,2.2,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
"Lancaster, PA",,2017,364183,tCO2-eq,2016,CO2; CH4; N2O,Other:,214442,578625,304266.3121,334448.7107,319357.5114,518708.3121,548890.7107,533799.5114,1,,"(40.037875, -76.305514)",40.04,-76.304444,USA,North America,59218,2016,,,,,,18.7256277,,112,11.5,,,,,24.125,,,,,,,,,20.7,0.97,0.86,2.59,,,,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Gävle,,,363052,tCO2-eq,2011,,,,,,,,,,,,,,60.6749,17.1413,Sweden,Europe,75451,2016,,,,,,42.45,1471.351495,,,,,,,,,388.4260029,,1.52,1.38,84.319,1,,,1.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,
Sydney,,2016,359064,tCO2-eq,2015,CO2; CH4; N2O; HFCs; PFCs; SF6; NF3,Decreased,3197465,3556529,165405.6795,199266.2364,182335.9579,3362870.68,3396731.236,3379800.958,1,,"(-33.8674869, 151.2069902)",-33.865,151.209444,Australia,Oceania,205000,2016,,,,,,26,362.2185992,39,20,1.10E+11,AUD     Australian Dollar,,223.413,268.9,58545.61289,215.9581723,,0.94,0.74,88.182,1,,33,1.28,1.23,2.1,,,,29,0.39,0.03,67%,68%,17,30,37,37,33,71,16,58,24,20,31610000000,62640000000,0.5,0.027793371,0.039682077
Bournemouth,,2016,350775,tCO2,2013,CO2,Decreased,431850,782650,,,,,,,0.999968057,,"(50.719164, -1.880769)",50.72,-1.88,United Kingdom,Europe,197700,2016,,,,,,46.18,2689.537187,22,14,,,,,,,77.47837731,,1.65,1.44,79.007,,,,1.99,1.92,2.2,199,27,10.80%,- ,0.36,0.04,57%,64%,,,,,,,,,,,10550000000,40990000000,0.26,0.018136258,0.026046307
Heilongjiang,,,350520.2911,tCO2,2010,,,,,,,,,,,,0.363462839,,47.73333333,128.9,China,East Asia,1148126,2010,,,,,,39017,,,,,,16261.46,,,,,,,,,,,,1.09,1.17,,,,,,,,,,,,,,,,,,,,,,,,
"Davis, CA",,2016,348437,tCO2-eq,2010,CO2; CH4; N2O; HFCs,Decreased,,348437,282928.0879,315927.5104,299427.7991,282928.0879,315927.5104,299427.7991,,,"(38.544907, -121.740517)",38.554,-121.738056,USA,North America,68111,2016,,,,,,25.6150011,,15,23,,USD     US Dollar,,,,,,,,,,,,21.4,0.97,0.86,2.64,364,21,7.90%,,,,,,,,,,,,,,,,42870000000,7.66E+11,0.06,0.017698982,0.036729479
Reykjavík,,2016,346630,tCO2-eq,2013,CO2; CH4; N2O,Increased,,346630,262694.8847,262694.8847,262694.8847,262694.8847,262694.8847,262694.8847,,,"(64.12652, -21.81744)",64.133,-21.933333,Iceland,Europe,123246,2016,,,,,,273,,40,6,6248000000,ISK     Iceland Krona,,,,,,,,,,,,21.1,1.86,1.85,2.96,,,,,,,,,,,,,,,,,,,0,1,0,0.024478872,0.024478872
Batangas,,2016,344419,tCO2-eq,2010,CO2; CH4; N2O,,107239,457288,266204.7602,272801.0441,269502.9021,379073.7602,385670.0441,382371.9021,0.987688284,,"(13.756465, 121.058308)",13.83,121,Philippines,Southeast Asia,329874,2015,,,,,,282.96,,10,25,,PHP     Philippine Peso,,,,,,,,,,,,,0.82,1.05,,,,,,,,,,,,,,,,,,,,0,1,0,0.007693556,0.008402161
